Feature,Duration,ATE,Normalized_ATE,Sum_Normalized_ATE,Type
Search Coil Magnetometer's Temperature,10,1.1930684943314198,10.499321687994739,0.9999999999999929,IBS_R
Solar Array's Angle,10,14.764767225993628,129.9338985905751,0.9999999999999929,IBS_R
High Gain Antenna Azimuth,10,-16.115016889158667,-141.81645658287272,0.9999999999999929,IBS_R
Heater Dutycycle,10,-0.1093181549140873,-0.9620289867969727,0.9999999999999929,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,10,2.530500044416544,22.26907685857796,0.9999999999999929,IBS_R
2.5V_PCU_ELB,20,-0.1538484961691741,0.0058985464966435685,1.0,IBS_R
Radial Distance from Sun,20,-0.2555350601355898,0.00979720615582068,1.0,IBS_R
Electronic Box Temperature,20,-0.4709791560856429,0.01805732600769969,1.0,IBS_R
Outboard Sensor Temperature,20,0.3683419650111079,-0.014122219335143613,1.0,IBS_R
Inboard Sensor Temperature,20,-1.6082251428226368,0.06165930131406296,1.0,IBS_R
Search Coil Magnetometer's Temperature,20,1.931973252775456,-0.07407179365105211,1.0,IBS_R
Solar Array's Angle,20,-18.161381216389024,0.6963067837227523,1.0,IBS_R
High Gain Antenna Azimuth,20,-8.733216415810919,0.33483124227140204,1.0,IBS_R
Heater Dutycycle,20,-0.1382466939799146,0.005300373892189981,1.0,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,20,1.1386750846251308,-0.04365676687437549,1.0,IBS_R
2.5V_PCU_ELB,30,-0.9829948078659444,-0.030830044678248007,1.0,IBS_R
Radial Distance from Sun,30,-0.3613493847020144,-0.011333139896238192,1.0,IBS_R
Electronic Box Temperature,30,-0.413103721135665,-0.01295633107870894,1.0,IBS_R
Outboard Sensor Temperature,30,-0.5133577685410995,-0.016100637372040094,1.0,IBS_R
Inboard Sensor Temperature,30,-1.8161459003064464,-0.05696048320969419,1.0,IBS_R
Search Coil Magnetometer's Temperature,30,0.9449378625956202,0.029636450049249984,1.0,IBS_R
